UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,ambient_temp_C,factory_load_pct
5673,H35086,H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,0,24.794428698876775,80.64929310318442
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,1,42.121652955015236,73.40919480143836
5675,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,2,21.40515750848745,90.50633175059795
5676,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,2,28.10053233434549,88.38030097291158
5677,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,1,28.898111363159618,75.25789593140834
5678,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,1,34.72573810226207,92.72146933908652
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,2,29.79869487563394,87.5544765221193
5680,M20539,M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,2,25.506830521057744,88.92909243603216
5681,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,2,23.24407814806022,97.82003897167084
5682,L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,1,26.290890898769323,63.32334706046014
5683,H35096,H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,0,22.96536319527428,63.38240811834246
5684,M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,2,28.239126598923416,94.447612784532
5685,H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,0,25.179019100697566,88.61131866928397
5686,L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,1,20.529811033551248,96.32727707178137
5687,L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,1,34.27572894187452,53.15650801622265
5688,L52867,L,302.3,311.7,2170,18.2,91,0,0,0,0,0,0,1,25.511637382854804,81.38785386307983
5689,M20548,M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0,2,21.659315975123437,57.23141690617237
5690,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,1,27.158704327562294,75.19485991462913
5691,L52870,L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0,1,28.341857829838293,57.787346592672215
5692,L52871,L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,1,19.267666372104834,56.403925449243964
5693,M20552,M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,2,29.658238335628813,50.60841726910166
5694,M20553,M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0,2,22.764212156548677,81.51194061914522
5695,L52874,L,302.4,311.8,1508,45.7,108,0,0,0,0,0,0,1,36.55514404595394,67.95113083450431
5696,L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0,1,30.619802560383675,55.259414243948584
5697,H35110,H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,0,26.000500049453418,66.1418888865655
5698,L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,1,24.27416114841325,58.447204572579246
5699,L52878,L,302.5,311.9,1265,59.8,119,0,0,0,0,0,0,1,27.47516146218188,97.08474157508297
5700,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,1,31.063953707916447,66.0002442880674
5701,L52880,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,1,27.872529357074,66.6976761644695
5702,M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0,2,26.914205964315716,91.99290016997928
5703,L52882,L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,1,28.29185145408948,82.38778806430021
5704,H35117,H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,0,24.980705343815227,85.50858037015007
5705,L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0,1,26.28397036578481,81.80009019944802
5706,L52885,L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0,1,17.57103780547498,97.30981419742827
5707,L52886,L,302.4,311.9,1290,70.0,139,1,0,0,1,0,0,1,32.86863115426184,60.35004157790226
5708,L52887,L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0,1,29.49398890160881,99.45196208778978
5709,L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,1,24.132720779832848,91.54780887782566
5710,L52889,L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0,1,37.49367490677619,79.44862944381711
5711,H35124,H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,0,28.43508240196193,83.11858121981246
5712,L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,1,22.819282140124017,82.4412938250307
5713,L52892,L,302.2,311.7,1330,54.6,154,0,0,0,0,0,0,1,32.28368710735229,52.919811202957696
5714,L52893,L,302.2,311.9,1596,38.0,156,0,0,0,0,0,0,1,29.990241082546312,60.90082492659693
5715,L52894,L,302.2,311.8,1618,36.0,158,0,0,0,0,0,0,1,29.972899927421096,98.07354422623746
5716,H35129,H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,0,25.87122197674205,76.71822144296897
5717,L52896,L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0,1,30.252478618890173,68.9176801630956
5718,L52897,L,302.3,312.0,1746,28.1,167,0,0,0,0,0,0,1,26.691208548894526,88.10192316945376
5719,L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,1,30.779707258229212,76.22594713279048
5720,L52899,L,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,1,18.475277729946804,50.65813857159488
5721,L52900,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,1,25.830632685104053,86.81187983575589
5722,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,2,36.610775489040975,86.61087800264306
5723,L52902,L,302.2,311.7,1488,44.6,178,0,0,0,0,0,0,1,24.164662722998496,58.25743560549872
5724,M20583,M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0,2,24.980808512534068,97.83300442121066
5725,L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,1,25.760193307750125,61.19540657705572
5726,M20585,M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,2,21.92596932055678,72.88746836910997
5727,M20586,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0,2,16.95859611885874,55.73679806304573
5728,M20587,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0,2,26.847068007381935,80.16411597252942
5729,M20588,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,2,28.679297120408286,68.77255600286063
5730,M20589,M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0,2,27.737474657306738,67.65867311048527
5731,L52910,L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,1,27.275607190260565,91.34884386104736
5732,L52911,L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0,1,28.215204354251938,50.478085642523915
5733,L52912,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,1,33.11420735775382,89.89733854462114
5734,L52913,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0,1,27.047769070353915,78.57242828740394
5735,L52914,L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0,1,25.129587114563652,99.30492567400995
5736,L52915,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,1,26.594372575559568,79.47216103021245
5737,M20596,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,2,30.896733798783877,52.7689567073979
5738,L52917,L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0,1,35.06013439271625,52.53226632218632
5739,L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,1,24.85928130415411,94.1576493185916
5740,M20599,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0,2,28.494668935144418,92.06070727555266
5741,M20600,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0,2,29.6917872096798,67.29450377910116
5742,M20601,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,2,23.037109966355885,80.90162420905686
5743,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,1,28.10208583606459,74.47956785278001
5744,M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,2,20.671630713289524,98.35820275680261
5745,H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,0,19.154748481303006,97.49804504384457
5746,L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,1,29.833732039461285,99.19195042703873
5747,M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,2,26.080626293346086,93.3224390317132
5748,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,1,29.011402038106095,95.47757953875507
5749,M20608,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0,2,27.91052511495825,60.863938938356824
5750,H35163,H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0,0,23.117999756681012,91.55033944948872
5751,L52930,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0,1,27.773728490178318,85.44285566021374
5752,H35165,H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0,0,21.834493474925722,98.13932544140351
5753,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0,0,34.954861790007,78.56309142213097
5754,L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,1,21.220148275700183,54.25835833552782
5755,L52934,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,1,27.02107364515709,79.86994455935765
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,1,22.78864205976376,84.32904640106439
5757,M20616,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0,2,30.852105866803978,61.016051435621414
5758,L52937,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0,1,26.342843143592486,69.70566917563642
5759,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,1,25.40666640189395,79.925170702584
5760,L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,1,32.26600772525777,68.70528686582527
5761,M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0,2,28.14715295838776,68.7473858619332
5762,L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0,1,30.583222229679837,56.65433195863987
5763,L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,1,23.093370317412678,97.0373361538833
5764,H35177,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0,0,20.975915280362464,87.52471922475482
5765,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,1,28.53603981020067,50.0621719433051
5766,L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,1,26.405768222526344,88.28066420110827
5767,M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,2,31.13217336226972,86.98974963289294
5768,M20627,M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0,2,27.60045773668725,50.48654800777615
5769,L52948,L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0,1,29.02537669617315,68.48021488068824
5770,L52949,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,1,19.883087350293785,80.33738451627653
5771,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0,1,37.44218469807129,72.63753259290179
5772,L52951,L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0,1,27.178790074839842,88.89930593602537
5773,L52952,L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0,1,31.487934851695996,71.2729166317217
5774,H35187,H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0,0,23.81954164890187,57.69314847269185
5775,L52954,L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0,1,29.540049511086703,98.82078121369142
5776,L52955,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0,1,21.485776182376274,62.101999638802326
5777,L52956,L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0,1,30.260339191298357,85.88461552706661
5778,L52957,L,301.6,311.1,1408,44.4,106,0,0,0,0,0,0,1,26.220129578070836,57.1578155832036
5779,M20638,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0,2,28.145952519677838,66.45063068919663
5780,L52959,L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0,1,31.48987015065049,72.10138042152118
5781,L52960,L,301.7,311.2,1517,42.4,113,0,0,0,0,0,0,1,21.8372984438986,59.6116002263532
5782,M20641,M,301.7,311.1,1618,36.7,115,0,0,0,0,0,0,2,24.577541346936016,72.49797881843048
5783,L52962,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0,1,30.286621405433827,57.858141149587496
5784,H35197,H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0,0,38.49110737273374,77.9503269492945
5785,M20644,M,301.8,311.1,1399,41.8,125,0,0,0,0,0,0,2,27.30958832669259,83.1856626260097
5786,L52965,L,301.7,311.1,1469,37.2,128,0,0,0,0,0,0,1,30.95568058961966,53.121714201400536
5787,L52966,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0,1,27.465142650707598,93.55660605410841
5788,L52967,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0,1,37.7112279737815,59.25704425210178
5789,L52968,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,1,19.263891665173723,61.26812126601619
5790,M20649,M,301.8,311.5,1416,49.0,136,0,0,0,0,0,0,2,28.47310522334679,83.06749200415314
5791,M20650,M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0,2,19.872279832189697,73.4375530217207
5792,M20651,M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0,2,15.467142147316416,74.96977995855329
5793,M20652,M,301.8,311.3,1624,31.6,145,0,0,0,0,0,0,2,29.487310265589084,56.40774922815663
5794,L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0,1,28.697488980737294,90.28679109382041
5795,M20654,M,301.9,311.5,1492,40.8,150,0,0,0,0,0,0,2,26.57581531128899,80.8527123052105
5796,M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0,2,27.469029549801235,56.7691021654728
5797,L52976,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0,1,43.49149717035629,68.69996835127981
5798,L52977,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,1,26.709124309842828,90.52049663675152
5799,L52978,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0,1,30.550621806250376,78.41775229933103
5800,L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,1,24.753175901930597,55.43243895664652
5801,L52980,L,301.5,310.9,1469,44.7,164,0,0,0,0,0,0,1,29.476162875203016,68.63885228946434
5802,L52981,L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0,1,26.80883162472191,62.13471992278673
5803,L52982,L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0,1,25.94740758635135,75.87327768268632
5804,L52983,L,301.5,310.9,1671,31.1,170,0,0,0,0,0,0,1,37.094492661001624,92.16805644359948
5805,L52984,L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0,1,33.8859248159217,71.813356740221
5806,M20665,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0,2,28.683733236996154,71.66710151841616
5807,L52986,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0,1,16.478940320280167,95.26754511635184
5808,M20667,M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0,2,26.194953883737153,78.80927062536362
5809,L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,1,41.515137822025416,78.30955436987034
5810,H35223,H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0,0,26.84669166680146,63.09549459376947
5811,L52990,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0,1,33.51608786026829,80.38613739185632
5812,L52991,L,301.3,311.1,1454,40.3,191,0,0,0,0,0,0,1,35.209712009763,78.79552337086982
5813,L52992,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0,1,29.094819579279875,69.8425735170932
5814,L52993,L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0,1,23.79089184065924,99.53477829495903
5815,M20674,M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,2,15.823438341085557,94.09454824740433
5816,L52995,L,301.2,311.0,1670,33.0,200,0,0,0,0,0,0,1,31.420816043044773,87.47931450384078
5817,L52996,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0,1,23.92621998588226,76.86727942065002
5818,L52997,L,301.3,311.0,1542,35.1,204,0,0,0,0,0,0,1,28.88075225943846,73.10299009473151
5819,L52998,L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0,1,21.75089830205318,59.24486976115997
5820,L52999,L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0,1,26.67381229764899,65.28687370073118
5821,L53000,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0,1,28.168595274505265,88.69803999116051
5822,L53001,L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0,1,29.34296790522149,72.68744769687757
5823,M20682,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,2,22.42588906323793,94.11347582847506
5824,L53003,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0,1,33.98455474380676,57.395556817276436
5825,L53004,L,301.2,311.0,1596,37.2,219,0,0,0,0,0,0,1,25.015526076340144,75.41735480068182
5826,L53005,L,301.3,311.1,1413,42.0,221,0,0,0,0,0,0,1,19.627652697733772,82.34828420106544
5827,M20686,M,301.3,311.1,1492,41.2,223,0,0,0,0,0,0,2,27.45488290018268,75.8424228153963
5828,L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0,1,28.1718765451323,94.46134457924936
5829,L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0,1,28.8029471658588,99.47816409145699
5830,M20689,M,301.2,311.1,1574,34.3,4,0,0,0,0,0,0,2,34.8106620184254,55.79173291706849
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,2,26.8177558163207,56.49774520384605
5832,L53011,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0,1,27.401901878156142,56.51620567800605
5833,L53012,L,301.3,311.2,1675,32.1,12,0,0,0,0,0,0,1,22.484078093834533,84.05885480352637
5834,L53013,L,301.3,311.2,1457,44.5,14,0,0,0,0,0,0,1,32.102767514439485,68.6338047747919
5835,L53014,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0,1,28.921545320390518,86.6657330632953
5836,L53015,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0,1,25.899861363529187,70.27357364434894
5837,L53016,L,301.2,311.1,1550,39.7,20,0,0,0,0,0,0,1,18.476626532672682,81.38033606660318
5838,M20697,M,301.3,311.1,1834,25.4,22,0,0,0,0,0,0,2,35.22206097527544,88.49290028394468
5839,M20698,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0,2,21.861600177719716,77.41079553274602
5840,M20699,M,301.4,311.2,1541,36.3,28,0,0,0,0,0,0,2,25.04360995315147,76.9751795225003
5841,M20700,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0,2,29.791722555380016,54.41171626428172
5842,M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0,2,22.017210356916568,70.53908714547174
5843,L53022,L,301.4,311.2,1355,50.6,37,0,0,0,0,0,0,1,20.532451108734282,77.28885766124688
5844,L53023,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0,1,17.380262086496675,73.0990412833205
5845,L53024,L,301.4,311.1,1462,37.1,41,0,0,0,0,0,0,1,31.60498476452818,95.03910000942128
5846,M20705,M,301.4,311.2,1727,26.5,43,0,0,0,0,0,0,2,25.27406877636839,95.32653160597447
5847,L53026,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0,1,42.63635046236665,91.09586902943809
5848,L53027,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0,1,23.028224671845635,68.764903768656
5849,L53028,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0,1,23.392744882855393,85.86495758437673
5850,M20709,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0,2,25.173035148572993,69.76442305348048
5851,L53030,L,301.3,311.1,1560,35.3,55,0,0,0,0,0,0,1,29.215673275692446,61.62967994878795
5852,L53031,L,301.2,311.0,1573,32.8,57,0,0,0,0,0,0,1,25.648983306073443,67.14513217754408
5853,H35266,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0,0,31.061661070012562,53.54823166427678
5854,L53033,L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0,1,23.10705805005673,66.58887545023236
5855,L53034,L,301.2,310.9,1416,53.3,66,0,0,0,0,0,0,1,21.092041407682096,73.03711086305859
5856,M20715,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0,2,19.008926302954464,97.7740447390415
5857,H35270,H,301.2,310.9,1598,35.9,71,0,0,0,0,0,0,0,16.882129160314015,65.67052931098125
5858,L53037,L,301.3,310.9,1760,23.9,76,0,0,0,0,0,0,1,25.409654902624716,95.12267696027604
5859,L53038,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0,1,26.49509843803389,61.44291379117485
5860,L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0,1,24.842814862584085,59.548444887962475
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,1,34.21702898593581,75.94977282160825
5862,L53041,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0,1,34.14015104804068,83.6255684648703
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,1,26.32598506277749,52.21661254011407
5864,M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,2,19.030394434040183,61.05329325236083
5865,M20724,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,2,25.166474459724736,72.78418332506583
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0,2,25.000893030414694,66.55021679915907
5867,L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,1,24.71432518860971,85.6310539674161
5868,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,1,24.511405480508778,75.55802980206585
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,1,24.732685521375963,58.01795528019501
5870,L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,1,26.067291920511202,94.72326896575453
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,1,24.822294505922216,64.64528377416798
5872,L53051,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,1,29.04161254312796,86.55655544822118
5873,M20732,M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0,2,29.801843579524306,88.99578895527048
5874,M20733,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,2,23.44677456408755,98.15788501280511
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,2,34.355326630035165,74.92537332620506
5876,M20735,M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0,2,23.09968849079693,80.79177577322162
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,1,19.910996930923314,66.74381467397669
5878,L53057,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,1,29.903890356825258,83.90896467060332
5879,L53058,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0,1,23.912959327928302,73.16917429331599
5880,L53059,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0,1,29.60645735378694,71.8826182362211
5881,L53060,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,1,15.981656994497348,92.77337645580528
5882,L53061,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,1,34.962279707415334,52.50844217493443
5883,L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,1,31.36146704020201,94.09812139159342
5884,L53063,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0,1,20.49761725418499,92.60349189142785
5885,M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,2,20.606114380768574,75.31831267808946
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,1,36.36132952048764,74.51014271028141
5887,L53066,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,1,24.313100482510208,68.09036840177451
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,0,23.82907575633688,99.70868958408673
5889,M20748,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,2,16.669739529253587,55.558466637692064
5890,M20749,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,2,26.24610897199223,79.51076178143035
5891,L53070,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0,1,26.861401925821237,84.08407950562085
5892,L53071,L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,1,31.577465483847426,96.71650041084723
5893,L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,1,21.004607859077623,89.01017484283807
5894,M20753,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0,2,20.39856603879695,82.19236014057734
5895,L53074,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,1,30.254813173882383,55.840615840606134
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,2,33.033650356135325,68.68667584157336
5897,L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,1,20.144238244410584,56.94208212739926
5898,M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0,2,33.407570431498705,94.06063662327568
5899,L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0,1,28.187709207434107,87.48105777818215
5900,H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,0,33.459026695373225,87.87683933986146
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,2,27.648898192411917,82.61282588867721
5902,L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,1,15.388610412560247,75.35217684683548
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,1,27.240163088419806,57.49855297317486
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,1,33.30071909335635,66.48474433525259
5905,M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,2,23.53126990458143,56.845789623844524
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,0,26.06017515546274,86.24565714261716
5907,L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,1,27.11933248224511,58.011438801100255
5908,H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,0,13.50243060065759,85.10567750858428
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,2,36.356737877187385,84.61276947979523
5910,H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,0,23.49312160051413,72.96522394956445
5911,M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,2,30.528677162363994,56.761432705902614
5912,M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,2,27.566494319258958,65.74004130670184
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,2,34.2880952817968,66.00465545377757
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,0,30.030280612140405,85.01925665716468
5915,L53094,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,1,26.825378642395126,55.68715097068622
5916,M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,2,23.5324245374036,91.45343231080454
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,1,31.989253506910693,88.05036450929569
5918,L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,1,18.632793480226916,59.315345908713695
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,1,31.22945210137946,85.95821908894447
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,1,22.50477624222564,83.42565907339109
